ID,Value,Comment,Syntactic_Role,Pre_Screened
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-118,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-119,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-120,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-121,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-123,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-124,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-125,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-126,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-127,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-128,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-129,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-130,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-131,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-133,n,,,y
derbyshire-1965-p-033-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-134,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-002,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-003,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-005,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-006,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-007,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-008,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-009,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-010,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-011,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-012,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-013,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-014,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-015,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-016,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-017,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-018,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-019,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-021,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-022,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-023,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-024,n,,,y
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-025,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-026,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-027,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-028,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-029,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-030,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-031,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-032,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-033,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-034,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-035,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-036,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-037,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-038,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-039,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-040,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-041,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-042,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-043,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-044,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-045,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-046,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-047,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-048,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-049,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-050,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-051,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-052,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-054,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-055,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-056,n,,,y
derbyshire-1965-p-038-the-buzzard-people-and-their-servant-the-sloth-057,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-058,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-059,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-060,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-061,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-062,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-063,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-064,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-065,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-066,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-067,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-068,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-069,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-070,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-071,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-072,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-073,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-074,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-075,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-076,?,Suspicious comma,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-077,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-078,n,,,
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-079,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-080,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-081,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-082,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-083,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-084,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-085,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-086,n,,,y
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-087,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-088,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-089,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-090,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-091,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-092,n,,,
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-093,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-094,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-095,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-096,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-097,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-098,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-099,n,,,
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-100,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-101,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-102,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-103,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-104,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-105,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-106,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-107,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-108,n,,,
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-109,?,Many commas,,
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-110,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-111,n,,,y
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-112,n,,,y
derbyshire-1965-p-041-the-buzzard-people-and-their-servant-the-sloth-113,n,,,
derbyshire-1965-p-041-the-buzzard-people-and-their-servant-the-sloth-114,n,,,y
derbyshire-1965-p-041-the-buzzard-people-and-their-servant-the-sloth-115,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-001,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-002,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-003,n,,,
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-004,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-005,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-006,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-007,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-008,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-009,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-010,n,,,
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-011,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-012,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-013,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-014,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-015,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-016,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-017,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-018,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-019,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-020,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-021,n,,,
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-022,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-023,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-024,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-025,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-026,n,,,y
derbyshire-1965-p-044-the-origin-of-mawarye-and-woxka-027,n,,,
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-028,n,,,
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-029,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-030,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-031,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-032,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-033,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-034,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-035,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-036,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-037,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-038,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-039,n,,,y
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-040,n,,,y
